time,latitude,longitude,altitude
12:02:39, , ,None
12:02:40, , ,None
12:02:41, , ,None
12:02:42, , ,None
12:02:43, , ,None
12:02:44, , ,None
12:02:45, , ,None
time,latitude,longitude,altitude
<<<<<<< HEAD
13:05:58, , ,None
13:05:59, , ,None
13:06:00, , ,None
13:06:01, , ,None
13:06:02, , ,None
13:06:03, , ,None
13:06:04, , ,None
13:06:05, , ,None
13:06:06, , ,None
13:06:07, , ,None
13:06:08, , ,None
13:06:09, , ,None
13:06:10, , ,None
13:06:11, , ,None
13:06:12, , ,None
13:06:13, , ,None
13:06:14, , ,None
13:06:15, , ,None
13:06:16, , ,None
13:06:17, , ,None
13:06:18, , ,None
13:06:19, , ,None
13:06:20, , ,None
13:06:21, , ,None
13:06:22, , ,None
13:06:23, , ,None
13:06:24, , ,None
13:06:25, , ,None
13:06:26, , ,None
13:06:27, , ,None
13:06:28, , ,None
13:06:29, , ,None
13:06:30, , ,None
13:06:31, , ,None
13:06:32, , ,None
13:06:33, , ,None
13:06:34, , ,None
13:06:35, , ,None
13:06:36, , ,None
13:06:37, , ,None
13:06:38, , ,None
13:06:39, , ,None
13:06:40, , ,None
13:06:41, , ,None
13:06:42, , ,None
13:06:43, , ,None
13:06:44, , ,None
13:06:45, , ,None
13:06:46, , ,None
13:06:47, , ,None
13:06:48, , ,None
13:06:49, , ,None
13:06:50, , ,None
13:06:51, , ,None
13:06:52, , ,None
13:06:53, , ,None
13:06:54, , ,None
13:06:55, , ,None
13:06:56, , ,None
13:06:57, , ,None
13:06:58, , ,None
13:06:59, , ,None
13:07:00, , ,None
13:07:01, , ,None
13:07:02, , ,None
13:07:03, , ,None
13:07:04, , ,None
13:07:05, , ,None
13:07:06, , ,None
13:07:07, , ,None
13:07:08, , ,None
13:07:09, , ,None
13:07:10, , ,None
13:07:11, , ,None
13:07:12, , ,None
13:07:13, , ,None
13:07:14, , ,None
13:07:15, , ,None
13:07:16, , ,None
13:07:17, , ,None
13:07:18, , ,None
13:07:19, , ,None
13:07:20, , ,None
13:07:21, , ,None
13:07:22, , ,None
13:07:23, , ,None
13:07:24, , ,None
13:07:25, , ,None
13:07:26, , ,None
13:07:27, , ,None
13:07:28, , ,None
13:07:29, , ,None
13:07:30, , ,None
13:07:31, , ,None
13:07:32, , ,None
13:07:33, , ,None
13:07:34, , ,None
13:07:35, , ,None
13:07:36, , ,None
13:07:37, , ,None
13:07:38, , ,None
13:07:39, , ,None
13:07:40, , ,None
13:07:41, , ,None
13:07:42, , ,None
13:07:43, , ,None
13:07:44, , ,None
13:07:45, , ,None
13:07:46, , ,None
13:07:47, , ,None
13:07:48, , ,None
13:07:49, , ,None
13:07:50, , ,None
13:07:51, , ,None
13:07:52, , ,None
13:07:53, , ,None
13:07:54, , ,None
13:07:55, , ,None
13:07:56, , ,None
13:07:57, , ,None
13:07:58, , ,None
13:07:59, , ,None
13:08:00, , ,None
13:08:01, , ,None
13:08:02, , ,None
13:08:03, , ,None
13:08:04, , ,None
13:08:05, , ,None
13:08:06, , ,None
13:08:07, , ,None
13:08:08, , ,None
13:08:09, , ,None
13:08:10, , ,None
13:08:11, , ,None
13:08:12, , ,None
13:08:13, , ,None
13:08:14, , ,None
13:08:15, , ,None
13:08:16, , ,None
13:08:17, , ,None
13:08:18, , ,None
13:08:19, , ,None
13:08:20, , ,None
13:08:21, , ,None
time,latitude,longitude,altitude
13:11:36, , ,None
13:11:37, , ,None
13:11:38, , ,None
13:11:39, , ,None
13:11:40, , ,None
13:11:41, , ,None
13:11:42, , ,None
13:11:43, , ,None
13:11:44, , ,None
13:11:45, , ,None
